[ 2012-03-25T00:00:20+08:00 ] /www/read/Author/add_Content | INFO: Tag[ route_check ] --START--
[ 2012-03-25T14:40:24+08:00 ] /www/read/author/login | INFO: Run ShowPageTrace Behavior [ RunTime:0.009361s ]
[ 2012-03-25T14:40:24+08:00 ] /www/read/author/login | INFO: Tag[ view_end ] --END-- [ RunTime:0.009485s ]
[ 2012-03-25T14:40:32+08:00 ] /www/read/Author/check | INFO: Tag[ route_check ] --START--
[ 2012-03-25T14:40:32+08:00 ] /www/read/Author/check | INFO: Run CheckRoute Behavior [ RunTime:0.002833s ]
[ 2012-03-25T14:40:32+08:00 ] /www/read/Author/check | INFO: Tag[ route_check ] --END-- [ RunTime:0.003006s ]
[ 2012-03-25T14:40:32+08:00 ] /www/read/Author/check | INFO: Tag[ app_begin ] --START--
[ 2012-03-25T14:40:32+08:00 ] /www/read/Author/check | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001538s ]
[ 2012-03-25T14:40:32+08:00 ] /www/read/Author/check | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001659s ]
[ 2012-03-25T14:40:32+08:00 ] /www/read/Author/check | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.012229s ]
[ 2012-03-25T14:40:32+08:00 ] /www/read/Author/check | SQL: SELECT `id` FROM `user` WHERE ( `userName` = 'author' ) AND ( `userPass` = 'author' ) AND ( `state` = 1 ) AND ( `userType` = 1 ) LIMIT 1   [ RunTime:0.009256s ]
[ 2012-03-25T14:40:32+08:00 ] /www/read/author | INFO: Tag[ route_check ] --START--
[ 2012-03-25T14:40:32+08:00 ] /www/read/author | INFO: Run CheckRoute Behavior [ RunTime:0.006928s ]
[ 2012-03-25T14:40:32+08:00 ] /www/read/author | INFO: Tag[ route_check ] --END-- [ RunTime:0.007085s ]
[ 2012-03-25T14:40:32+08:00 ] /www/read/author | INFO: Tag[ app_begin ] --START--
[ 2012-03-25T14:40:32+08:00 ] /www/read/author | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001453s ]
[ 2012-03-25T14:40:32+08:00 ] /www/read/author | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001583s ]
[ 2012-03-25T14:40:32+08:00 ] /www/read/author | INFO: Tag[ view_template ] --START--
[ 2012-03-25T14:40:32+08:00 ] /www/read/author | INFO: Run LocationTemplate Behavior [ RunTime:0.010440s ]
[ 2012-03-25T14:40:32+08:00 ] /www/read/author | INFO: Tag[ view_template ] --END-- [ RunTime:0.010575s ]
[ 2012-03-25T14:40:32+08:00 ] /www/read/author | INFO: Tag[ view_parse ] --START--
[ 2012-03-25T14:40:32+08:00 ] /www/read/author | INFO: Run ParseTemplate Behavior [ RunTime:0.041191s ]
[ 2012-03-25T14:40:32+08:00 ] /www/read/author | INFO: Tag[ view_parse ] --END-- [ RunTime:0.041329s ]
[ 2012-03-25T14:40:32+08:00 ] /www/read/author | INFO: Tag[ view_filter ] --START--
[ 2012-03-25T14:40:32+08:00 ] /www/read/author | INFO: Run ContentReplace Behavior [ RunTime:0.002897s ]
[ 2012-03-25T14:40:32+08:00 ] /www/read/author | INFO: Run TokenBuild Behavior [ RunTime:0.002154s ]
[ 2012-03-25T14:40:32+08:00 ] /www/read/author | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001937s ]
[ 2012-03-25T14:40:32+08:00 ] /www/read/author | INFO: Run ShowRuntime Behavior [ RunTime:0.001893s ]
[ 2012-03-25T14:40:32+08:00 ] /www/read/author | INFO: Tag[ view_filter ] --END-- [ RunTime:0.009159s ]
[ 2012-03-25T14:40:32+08:00 ] /www/read/author | INFO: Tag[ view_end ] --START--
[ 2012-03-25T14:40:32+08:00 ] /www/read/author | INFO: Run ShowPageTrace Behavior [ RunTime:0.004877s ]
[ 2012-03-25T14:40:32+08:00 ] /www/read/author | INFO: Tag[ view_end ] --END-- [ RunTime:0.004975s ]
[ 2012-03-25T14:40:34+08:00 ] /www/read/Author/novel_List | INFO: Tag[ route_check ] --START--
[ 2012-03-25T14:40:34+08:00 ] /www/read/Author/novel_List | INFO: Run CheckRoute Behavior [ RunTime:0.002880s ]
[ 2012-03-25T14:40:34+08:00 ] /www/read/Author/novel_List | INFO: Tag[ route_check ] --END-- [ RunTime:0.003060s ]
[ 2012-03-25T14:40:34+08:00 ] /www/read/Author/novel_List | INFO: Tag[ app_begin ] --START--
[ 2012-03-25T14:40:34+08:00 ] /www/read/Author/novel_List | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001467s ]
[ 2012-03-25T14:40:34+08:00 ] /www/read/Author/novel_List | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001592s ]
[ 2012-03-25T14:40:34+08:00 ] /www/read/Author/novel_List | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.012835s ]
[ 2012-03-25T14:40:35+08:00 ] /www/read/Author/novel_List | SQL: SELECT * FROM `books` WHERE ( `bookAuthorId` = '22' )  [ RunTime:0.004308s ]
[ 2012-03-25T14:40:35+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_template ] --START--
[ 2012-03-25T14:40:35+08:00 ] /www/read/Author/novel_List | INFO: Run LocationTemplate Behavior [ RunTime:0.003924s ]
[ 2012-03-25T14:40:35+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_template ] --END-- [ RunTime:0.004028s ]
[ 2012-03-25T14:40:35+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_parse ] --START--
[ 2012-03-25T14:40:35+08:00 ] /www/read/Author/novel_List | INFO: Run ParseTemplate Behavior [ RunTime:0.039843s ]
[ 2012-03-25T14:40:35+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_parse ] --END-- [ RunTime:0.039958s ]
[ 2012-03-25T14:40:35+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_filter ] --START--
[ 2012-03-25T14:40:35+08:00 ] /www/read/Author/novel_List | INFO: Run ContentReplace Behavior [ RunTime:0.002192s ]
[ 2012-03-25T14:40:35+08:00 ] /www/read/Author/novel_List | INFO: Run TokenBuild Behavior [ RunTime:0.002301s ]
[ 2012-03-25T14:40:35+08:00 ] /www/read/Author/novel_List | INFO: Run WriteHtmlCache Behavior [ RunTime:0.002067s ]
[ 2012-03-25T14:40:35+08:00 ] /www/read/Author/novel_List | INFO: Run ShowRuntime Behavior [ RunTime:0.005001s ]
[ 2012-03-25T14:40:35+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_filter ] --END-- [ RunTime:0.011849s ]
[ 2012-03-25T14:40:35+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_end ] --START--
[ 2012-03-25T14:40:35+08:00 ] /www/read/Author/novel_List | INFO: Run ShowPageTrace Behavior [ RunTime:0.006619s ]
[ 2012-03-25T14:40:35+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_end ] --END-- [ RunTime:0.006730s ]
[ 2012-03-25T14:40:36+08:00 ] /www/read/Author/add_Content | INFO: Tag[ route_check ] --START--
[ 2012-03-25T14:40:36+08:00 ] /www/read/Author/add_Content | INFO: Run CheckRoute Behavior [ RunTime:0.002704s ]
[ 2012-03-25T14:40:36+08:00 ] /www/read/Author/add_Content | INFO: Tag[ route_check ] --END-- [ RunTime:0.002849s ]
[ 2012-03-25T14:40:36+08:00 ] /www/read/Author/add_Content | INFO: Tag[ app_begin ] --START--
[ 2012-03-25T14:40:36+08:00 ] /www/read/Author/add_Content | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001277s ]
[ 2012-03-25T14:40:36+08:00 ] /www/read/Author/add_Content | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001380s ]
[ 2012-03-25T14:40:37+08:00 ] /www/read/Author/add_Content | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.005442s ]
[ 2012-03-25T14:40:37+08:00 ] /www/read/Author/add_Content | SQL: SELECT * FROM `books` WHERE ( `bookAuthorId` = '22' )  [ RunTime:0.005583s ]
[ 2012-03-25T14:40:37+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_template ] --START--
[ 2012-03-25T14:40:37+08:00 ] /www/read/Author/add_Content | INFO: Run LocationTemplate Behavior [ RunTime:0.004277s ]
[ 2012-03-25T14:40:37+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_template ] --END-- [ RunTime:0.004380s ]
[ 2012-03-25T14:40:37+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_parse ] --START--
[ 2012-03-25T14:40:37+08:00 ] /www/read/Author/add_Content | INFO: Run ParseTemplate Behavior [ RunTime:0.039913s ]
[ 2012-03-25T14:40:37+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_parse ] --END-- [ RunTime:0.040020s ]
[ 2012-03-25T14:40:37+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_filter ] --START--
[ 2012-03-25T14:40:37+08:00 ] /www/read/Author/add_Content | INFO: Run ContentReplace Behavior [ RunTime:0.002202s ]
[ 2012-03-25T14:40:37+08:00 ] /www/read/Author/add_Content | INFO: Run TokenBuild Behavior [ RunTime:0.002243s ]
[ 2012-03-25T14:40:37+08:00 ] /www/read/Author/add_Content | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001989s ]
[ 2012-03-25T14:40:37+08:00 ] /www/read/Author/add_Content | INFO: Run ShowRuntime Behavior [ RunTime:0.005008s ]
[ 2012-03-25T14:40:37+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_filter ] --END-- [ RunTime:0.011741s ]
[ 2012-03-25T14:40:37+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_end ] --START--
[ 2012-03-25T14:40:37+08:00 ] /www/read/Author/add_Content | INFO: Run ShowPageTrace Behavior [ RunTime:0.005354s ]
[ 2012-03-25T14:40:37+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_end ] --END-- [ RunTime:0.005471s ]
[ 2012-03-25T14:40:40+08:00 ] /www/read/Author/novel_List | INFO: Tag[ route_check ] --START--
[ 2012-03-25T14:40:40+08:00 ] /www/read/Author/novel_List | INFO: Run CheckRoute Behavior [ RunTime:0.004132s ]
[ 2012-03-25T14:40:40+08:00 ] /www/read/Author/novel_List | INFO: Tag[ route_check ] --END-- [ RunTime:0.004281s ]
[ 2012-03-25T14:40:40+08:00 ] /www/read/Author/novel_List | INFO: Tag[ app_begin ] --START--
[ 2012-03-25T14:40:40+08:00 ] /www/read/Author/novel_List | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001272s ]
[ 2012-03-25T14:40:40+08:00 ] /www/read/Author/novel_List | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001378s ]
[ 2012-03-25T14:40:40+08:00 ] /www/read/Author/novel_List | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.009806s ]
[ 2012-03-25T14:40:40+08:00 ] /www/read/Author/novel_List | SQL: SELECT * FROM `books` WHERE ( `bookAuthorId` = '22' )  [ RunTime:0.005204s ]
[ 2012-03-25T14:40:40+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_template ] --START--
[ 2012-03-25T14:40:40+08:00 ] /www/read/Author/novel_List | INFO: Run LocationTemplate Behavior [ RunTime:0.004606s ]
[ 2012-03-25T14:40:40+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_template ] --END-- [ RunTime:0.004708s ]
[ 2012-03-25T14:40:40+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_parse ] --START--
[ 2012-03-25T14:40:40+08:00 ] /www/read/Author/novel_List | INFO: Run ParseTemplate Behavior [ RunTime:0.030959s ]
[ 2012-03-25T14:40:40+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_parse ] --END-- [ RunTime:0.031078s ]
[ 2012-03-25T14:40:40+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_filter ] --START--
[ 2012-03-25T14:40:40+08:00 ] /www/read/Author/novel_List | INFO: Run ContentReplace Behavior [ RunTime:0.002324s ]
[ 2012-03-25T14:40:40+08:00 ] /www/read/Author/novel_List | INFO: Run TokenBuild Behavior [ RunTime:0.004640s ]
[ 2012-03-25T14:40:40+08:00 ] /www/read/Author/novel_List | INFO: Run WriteHtmlCache Behavior [ RunTime:0.002131s ]
[ 2012-03-25T14:40:40+08:00 ] /www/read/Author/novel_List | INFO: Run ShowRuntime Behavior [ RunTime:0.002703s ]
[ 2012-03-25T14:40:40+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_filter ] --END-- [ RunTime:0.012191s ]
[ 2012-03-25T14:40:40+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_end ] --START--
[ 2012-03-25T14:40:40+08:00 ] /www/read/Author/novel_List | INFO: Run ShowPageTrace Behavior [ RunTime:0.006675s ]
[ 2012-03-25T14:40:40+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_end ] --END-- [ RunTime:0.006806s ]
[ 2012-03-25T14:40:42+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ route_check ] --START--
[ 2012-03-25T14:40:42+08:00 ] /www/read/Author/add_Novel | INFO: Run CheckRoute Behavior [ RunTime:0.004275s ]
[ 2012-03-25T14:40:42+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ route_check ] --END-- [ RunTime:0.004443s ]
[ 2012-03-25T14:40:42+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ app_begin ] --START--
[ 2012-03-25T14:40:42+08:00 ] /www/read/Author/add_Novel | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001396s ]
[ 2012-03-25T14:40:42+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001510s ]
[ 2012-03-25T14:40:42+08:00 ] /www/read/Author/add_Novel | SQL: SHOW COLUMNS FROM `bookclass` [ RunTime:0.011330s ]
[ 2012-03-25T14:40:42+08:00 ] /www/read/Author/add_Novel | SQL: SELECT * FROM `bookclass`  [ RunTime:0.009246s ]
[ 2012-03-25T14:40:42+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_template ] --START--
[ 2012-03-25T14:40:42+08:00 ] /www/read/Author/add_Novel | INFO: Run LocationTemplate Behavior [ RunTime:0.003545s ]
[ 2012-03-25T14:40:42+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_template ] --END-- [ RunTime:0.003780s ]
[ 2012-03-25T14:40:42+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_parse ] --START--
[ 2012-03-25T14:40:42+08:00 ] /www/read/Author/add_Novel | INFO: Run ParseTemplate Behavior [ RunTime:0.045051s ]
[ 2012-03-25T14:40:42+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_parse ] --END-- [ RunTime:0.045159s ]
[ 2012-03-25T14:40:42+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_filter ] --START--
[ 2012-03-25T14:40:42+08:00 ] /www/read/Author/add_Novel | INFO: Run ContentReplace Behavior [ RunTime:0.002144s ]
[ 2012-03-25T14:40:42+08:00 ] /www/read/Author/add_Novel | INFO: Run TokenBuild Behavior [ RunTime:0.002563s ]
[ 2012-03-25T14:40:42+08:00 ] /www/read/Author/add_Novel | INFO: Run WriteHtmlCache Behavior [ RunTime:0.002734s ]
[ 2012-03-25T14:40:42+08:00 ] /www/read/Author/add_Novel | INFO: Run ShowRuntime Behavior [ RunTime:0.002774s ]
[ 2012-03-25T14:40:42+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_filter ] --END-- [ RunTime:0.010508s ]
[ 2012-03-25T14:40:42+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_end ] --START--
[ 2012-03-25T14:40:42+08:00 ] /www/read/Author/add_Novel | INFO: Run ShowPageTrace Behavior [ RunTime:0.016778s ]
[ 2012-03-25T14:40:42+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_end ] --END-- [ RunTime:0.016899s ]
[ 2012-03-25T14:40:44+08:00 ] /www/read/Author/add_Content | INFO: Tag[ route_check ] --START--
[ 2012-03-25T14:40:44+08:00 ] /www/read/Author/add_Content | INFO: Run CheckRoute Behavior [ RunTime:0.002748s ]
[ 2012-03-25T14:40:44+08:00 ] /www/read/Author/add_Content | INFO: Tag[ route_check ] --END-- [ RunTime:0.002896s ]
[ 2012-03-25T14:40:44+08:00 ] /www/read/Author/add_Content | INFO: Tag[ app_begin ] --START--
[ 2012-03-25T14:40:44+08:00 ] /www/read/Author/add_Content | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001495s ]
[ 2012-03-25T14:40:44+08:00 ] /www/read/Author/add_Content | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001607s ]
[ 2012-03-25T14:40:44+08:00 ] /www/read/Author/add_Content | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004095s ]
[ 2012-03-25T14:40:44+08:00 ] /www/read/Author/add_Content | SQL: SELECT * FROM `books` WHERE ( `bookAuthorId` = '22' )  [ RunTime:0.007439s ]
[ 2012-03-25T14:40:44+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_template ] --START--
[ 2012-03-25T14:40:44+08:00 ] /www/read/Author/add_Content | INFO: Run LocationTemplate Behavior [ RunTime:0.003957s ]
[ 2012-03-25T14:40:44+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_template ] --END-- [ RunTime:0.004058s ]
[ 2012-03-25T14:40:44+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_parse ] --START--
[ 2012-03-25T14:40:44+08:00 ] /www/read/Author/add_Content | INFO: Run ParseTemplate Behavior [ RunTime:0.029086s ]
[ 2012-03-25T14:40:44+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_parse ] --END-- [ RunTime:0.029200s ]
[ 2012-03-25T14:40:44+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_filter ] --START--
[ 2012-03-25T14:40:44+08:00 ] /www/read/Author/add_Content | INFO: Run ContentReplace Behavior [ RunTime:0.002134s ]
[ 2012-03-25T14:40:44+08:00 ] /www/read/Author/add_Content | INFO: Run TokenBuild Behavior [ RunTime:0.002234s ]
[ 2012-03-25T14:40:44+08:00 ] /www/read/Author/add_Content | INFO: Run WriteHtmlCache Behavior [ RunTime:0.002048s ]
[ 2012-03-25T14:40:44+08:00 ] /www/read/Author/add_Content | INFO: Run ShowRuntime Behavior [ RunTime:0.002138s ]
[ 2012-03-25T14:40:44+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_filter ] --END-- [ RunTime:0.008852s ]
[ 2012-03-25T14:40:44+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_end ] --START--
[ 2012-03-25T14:40:44+08:00 ] /www/read/Author/add_Content | INFO: Run ShowPageTrace Behavior [ RunTime:0.006727s ]
[ 2012-03-25T14:40:44+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_end ] --END-- [ RunTime:0.006849s ]
[ 2012-03-25T14:40:46+08:00 ] /www/read/Author/novel_List | INFO: Tag[ route_check ] --START--
[ 2012-03-25T14:40:46+08:00 ] /www/read/Author/novel_List | INFO: Run CheckRoute Behavior [ RunTime:0.002821s ]
[ 2012-03-25T14:40:46+08:00 ] /www/read/Author/novel_List | INFO: Tag[ route_check ] --END-- [ RunTime:0.002967s ]
[ 2012-03-25T14:40:46+08:00 ] /www/read/Author/novel_List | INFO: Tag[ app_begin ] --START--
[ 2012-03-25T14:40:46+08:00 ] /www/read/Author/novel_List | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001863s ]
[ 2012-03-25T14:40:46+08:00 ] /www/read/Author/novel_List | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001992s ]
[ 2012-03-25T14:40:46+08:00 ] /www/read/Author/novel_List | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004532s ]
[ 2012-03-25T14:40:46+08:00 ] /www/read/Author/novel_List | SQL: SELECT * FROM `books` WHERE ( `bookAuthorId` = '22' )  [ RunTime:0.005548s ]
[ 2012-03-25T14:40:46+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_template ] --START--
[ 2012-03-25T14:40:46+08:00 ] /www/read/Author/novel_List | INFO: Run LocationTemplate Behavior [ RunTime:0.003505s ]
[ 2012-03-25T14:40:46+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_template ] --END-- [ RunTime:0.003607s ]
[ 2012-03-25T14:40:46+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_parse ] --START--
[ 2012-03-25T14:40:46+08:00 ] /www/read/Author/novel_List | INFO: Run ParseTemplate Behavior [ RunTime:0.030119s ]
[ 2012-03-25T14:40:46+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_parse ] --END-- [ RunTime:0.030226s ]
[ 2012-03-25T14:40:46+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_filter ] --START--
[ 2012-03-25T14:40:46+08:00 ] /www/read/Author/novel_List | INFO: Run ContentReplace Behavior [ RunTime:0.002152s ]
[ 2012-03-25T14:40:46+08:00 ] /www/read/Author/novel_List | INFO: Run TokenBuild Behavior [ RunTime:0.002163s ]
[ 2012-03-25T14:40:46+08:00 ] /www/read/Author/novel_List | INFO: Run WriteHtmlCache Behavior [ RunTime:0.002193s ]
[ 2012-03-25T14:40:46+08:00 ] /www/read/Author/novel_List | INFO: Run ShowRuntime Behavior [ RunTime:0.002889s ]
[ 2012-03-25T14:40:46+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_filter ] --END-- [ RunTime:0.009700s ]
[ 2012-03-25T14:40:46+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_end ] --START--
[ 2012-03-25T14:40:46+08:00 ] /www/read/Author/novel_List | INFO: Run ShowPageTrace Behavior [ RunTime:0.005208s ]
[ 2012-03-25T14:40:46+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_end ] --END-- [ RunTime:0.005330s ]
[ 2012-03-25T14:40:48+08:00 ] /www/read/ | INFO: Tag[ app_begin ] --START--
[ 2012-03-25T14:40:48+08:00 ] /www/read/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001910s ]
[ 2012-03-25T14:40:48+08:00 ] /www/read/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002066s ]
[ 2012-03-25T14:40:48+08:00 ] /www/read/ | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.005157s ]
[ 2012-03-25T14:40:48+08:00 ] /www/read/ | SQL: SELECT * FROM `books`  [ RunTime:0.004181s ]
[ 2012-03-25T14:40:48+08:00 ] /www/read/ | INFO: Tag[ view_template ] --START--
[ 2012-03-25T14:40:48+08:00 ] /www/read/ | INFO: Run LocationTemplate Behavior [ RunTime:0.003680s ]
[ 2012-03-25T14:40:48+08:00 ] /www/read/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.003788s ]
[ 2012-03-25T14:40:48+08:00 ] /www/read/ | INFO: Tag[ view_parse ] --START--
[ 2012-03-25T14:40:48+08:00 ] /www/read/ | INFO: Run ParseTemplate Behavior [ RunTime:0.038332s ]
[ 2012-03-25T14:40:48+08:00 ] /www/read/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.038441s ]
[ 2012-03-25T14:40:48+08:00 ] /www/read/ | INFO: Tag[ view_filter ] --START--
[ 2012-03-25T14:40:48+08:00 ] /www/read/ | INFO: Run ContentReplace Behavior [ RunTime:0.002689s ]
[ 2012-03-25T14:40:48+08:00 ] /www/read/ | INFO: Run TokenBuild Behavior [ RunTime:0.002335s ]
[ 2012-03-25T14:40:48+08:00 ] /www/read/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.002807s ]
[ 2012-03-25T14:40:48+08:00 ] /www/read/ | INFO: Run ShowRuntime Behavior [ RunTime:0.002463s ]
[ 2012-03-25T14:40:48+08:00 ] /www/read/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.010580s ]
[ 2012-03-25T14:40:48+08:00 ] /www/read/ | INFO: Tag[ view_end ] --START--
[ 2012-03-25T14:40:48+08:00 ] /www/read/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.005285s ]
[ 2012-03-25T14:40:48+08:00 ] /www/read/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.005407s ]
[ 2012-03-25T15:58:07+08:00 ] /www/read/ | INFO: Tag[ app_begin ] --START--
[ 2012-03-25T15:58:07+08:00 ] /www/read/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.007034s ]
[ 2012-03-25T15:58:07+08:00 ] /www/read/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.007211s ]
[ 2012-03-25T15:58:08+08:00 ] /www/read/login | INFO: Tag[ route_check ] --START--
[ 2012-03-25T15:58:08+08:00 ] /www/read/login | INFO: Run CheckRoute Behavior [ RunTime:0.008529s ]
[ 2012-03-25T15:58:08+08:00 ] /www/read/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.008675s ]
[ 2012-03-25T15:58:08+08:00 ] /www/read/login | INFO: Tag[ app_begin ] --START--
[ 2012-03-25T15:58:08+08:00 ] /www/read/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000865s ]
[ 2012-03-25T15:58:08+08:00 ] /www/read/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000964s ]
[ 2012-03-25T15:58:08+08:00 ] /www/read/login | NOTIC: [8] Undefined index:  userName functions.php 第 441 行.
[ 2012-03-25T15:58:08+08:00 ] /www/read/login | NOTIC: [8] Undefined index:  logout functions.php 第 441 行.
[ 2012-03-25T15:58:08+08:00 ] /www/read/login | INFO: Tag[ view_template ] --START--
[ 2012-03-25T15:58:08+08:00 ] /www/read/login | INFO: Run LocationTemplate Behavior [ RunTime:0.026418s ]
[ 2012-03-25T15:58:08+08:00 ] /www/read/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.026521s ]
[ 2012-03-25T15:58:08+08:00 ] /www/read/login | INFO: Tag[ view_parse ] --START--
[ 2012-03-25T15:58:08+08:00 ] /www/read/login | INFO: Run ParseTemplate Behavior [ RunTime:0.068765s ]
[ 2012-03-25T15:58:08+08:00 ] /www/read/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.068990s ]
[ 2012-03-25T15:58:08+08:00 ] /www/read/login | INFO: Tag[ view_filter ] --START--
[ 2012-03-25T15:58:08+08:00 ] /www/read/login | INFO: Run ContentReplace Behavior [ RunTime:0.005539s ]
[ 2012-03-25T15:58:08+08:00 ] /www/read/login | INFO: Run TokenBuild Behavior [ RunTime:0.005777s ]
[ 2012-03-25T15:58:08+08:00 ] /www/read/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.004660s ]
[ 2012-03-25T15:58:08+08:00 ] /www/read/login | INFO: Run ShowRuntime Behavior [ RunTime:0.006978s ]
[ 2012-03-25T15:58:08+08:00 ] /www/read/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.023294s ]
[ 2012-03-25T15:58:08+08:00 ] /www/read/login | INFO: Tag[ view_end ] --START--
[ 2012-03-25T15:58:08+08:00 ] /www/read/login | INFO: Run ShowPageTrace Behavior [ RunTime:0.014070s ]
[ 2012-03-25T15:58:08+08:00 ] /www/read/login | INFO: Tag[ view_end ] --END-- [ RunTime:0.014193s ]
[ 2012-03-25T17:58:02+08:00 ] /www/read/ | INFO: Tag[ app_begin ] --START--
[ 2012-03-25T17:58:02+08:00 ] /www/read/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.007070s ]
[ 2012-03-25T17:58:02+08:00 ] /www/read/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.007237s ]
[ 2012-03-25T17:58:02+08:00 ] /www/read/login | INFO: Tag[ route_check ] --START--
[ 2012-03-25T17:58:02+08:00 ] /www/read/login | INFO: Run CheckRoute Behavior [ RunTime:0.008002s ]
[ 2012-03-25T17:58:02+08:00 ] /www/read/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.008149s ]
[ 2012-03-25T17:58:02+08:00 ] /www/read/login | INFO: Tag[ app_begin ] --START--
