[ 2012-03-31T10:41:07+08:00 ] /www/read/ebook/read/33/1 | INFO: Tag[ route_check ] --START--
[ 2012-03-31T16:23:22+08:00 ] /www/read/ebook/read/40/7 | INFO: Run LocationTemplate Behavior [ RunTime:0.000794s ]
[ 2012-03-31T16:23:22+08:00 ] /www/read/ebook/read/40/7 | INFO: Tag[ view_template ] --END-- [ RunTime:0.000884s ]
[ 2012-03-31T16:23:22+08:00 ] /www/read/ebook/read/40/7 | INFO: Tag[ view_parse ] --START--
[ 2012-03-31T16:23:22+08:00 ] /www/read/ebook/read/40/7 | INFO: Run ParseTemplate Behavior [ RunTime:0.017023s ]
[ 2012-03-31T16:23:22+08:00 ] /www/read/ebook/read/40/7 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.017148s ]
[ 2012-03-31T16:23:22+08:00 ] /www/read/ebook/read/40/7 | INFO: Tag[ view_filter ] --START--
[ 2012-03-31T16:23:22+08:00 ] /www/read/ebook/read/40/7 | INFO: Run ContentReplace Behavior [ RunTime:0.001422s ]
[ 2012-03-31T16:23:22+08:00 ] /www/read/ebook/read/40/7 | INFO: Run TokenBuild Behavior [ RunTime:0.002717s ]
[ 2012-03-31T16:23:22+08:00 ] /www/read/ebook/read/40/7 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000690s ]
[ 2012-03-31T16:23:22+08:00 ] /www/read/ebook/read/40/7 | INFO: Run ShowRuntime Behavior [ RunTime:0.001114s ]
[ 2012-03-31T16:23:22+08:00 ] /www/read/ebook/read/40/7 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006245s ]
[ 2012-03-31T16:23:22+08:00 ] /www/read/ebook/read/40/7 | INFO: Tag[ view_end ] --START--
[ 2012-03-31T16:23:22+08:00 ] /www/read/ebook/read/40/7 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000835s ]
[ 2012-03-31T16:23:22+08:00 ] /www/read/ebook/read/40/7 | INFO: Tag[ view_end ] --END-- [ RunTime:0.000918s ]
[ 2012-03-31T16:23:24+08:00 ] /www/read/ebook/read/40/6 | INFO: Tag[ route_check ] --START--
[ 2012-03-31T16:23:24+08:00 ] /www/read/ebook/read/40/6 | INFO: Run CheckRoute Behavior [ RunTime:0.001474s ]
[ 2012-03-31T16:23:24+08:00 ] /www/read/ebook/read/40/6 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001625s ]
[ 2012-03-31T16:23:24+08:00 ] /www/read/ebook/read/40/6 | INFO: Tag[ app_begin ] --START--
[ 2012-03-31T16:23:24+08:00 ] /www/read/ebook/read/40/6 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000985s ]
[ 2012-03-31T16:23:24+08:00 ] /www/read/ebook/read/40/6 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001090s ]
[ 2012-03-31T16:23:24+08:00 ] /www/read/ebook/read/40/6 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.003344s ]
[ 2012-03-31T16:23:24+08:00 ] /www/read/ebook/read/40/6 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '40' ) AND ( `contentNum` = '6' )  [ RunTime:0.002612s ]
[ 2012-03-31T16:23:24+08:00 ] /www/read/ebook/read/40/6 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004838s ]
[ 2012-03-31T16:23:24+08:00 ] /www/read/ebook/read/40/6 | SQL: SELECT `bookTitle` FROM `books` WHERE ( `id` = '40' ) LIMIT 1   [ RunTime:0.001052s ]
[ 2012-03-31T16:23:24+08:00 ] /www/read/ebook/read/40/6 | SQL: SELECT `contentNum` FROM `bookcontents` WHERE ( `booksId` = '40' ) ORDER BY contentNum desc LIMIT 1   [ RunTime:0.000831s ]
[ 2012-03-31T16:23:24+08:00 ] /www/read/ebook/read/40/6 | SQL: SHOW COLUMNS FROM `booklib` [ RunTime:0.003233s ]
[ 2012-03-31T16:23:24+08:00 ] /www/read/ebook/read/40/6 | SQL: UPDATE `booklib` SET `contentId`='6',`lastTime`='2012-03-31' WHERE ( `userId` = '22' ) AND ( `bookId` = '40' ) [ RunTime:0.001120s ]
[ 2012-03-31T16:23:24+08:00 ] /www/read/ebook/read/40/6 | INFO: Tag[ view_template ] --START--
[ 2012-03-31T16:23:24+08:00 ] /www/read/ebook/read/40/6 | INFO: Run LocationTemplate Behavior [ RunTime:0.000846s ]
[ 2012-03-31T16:23:24+08:00 ] /www/read/ebook/read/40/6 | INFO: Tag[ view_template ] --END-- [ RunTime:0.000942s ]
[ 2012-03-31T16:23:24+08:00 ] /www/read/ebook/read/40/6 | INFO: Tag[ view_parse ] --START--
[ 2012-03-31T16:23:24+08:00 ] /www/read/ebook/read/40/6 | INFO: Run ParseTemplate Behavior [ RunTime:0.017543s ]
[ 2012-03-31T16:23:24+08:00 ] /www/read/ebook/read/40/6 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.017659s ]
[ 2012-03-31T16:23:24+08:00 ] /www/read/ebook/read/40/6 | INFO: Tag[ view_filter ] --START--
[ 2012-03-31T16:23:24+08:00 ] /www/read/ebook/read/40/6 | INFO: Run ContentReplace Behavior [ RunTime:0.000727s ]
[ 2012-03-31T16:23:24+08:00 ] /www/read/ebook/read/40/6 | INFO: Run TokenBuild Behavior [ RunTime:0.000751s ]
[ 2012-03-31T16:23:24+08:00 ] /www/read/ebook/read/40/6 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000528s ]
[ 2012-03-31T16:23:24+08:00 ] /www/read/ebook/read/40/6 | INFO: Run ShowRuntime Behavior [ RunTime:0.000785s ]
[ 2012-03-31T16:23:24+08:00 ] /www/read/ebook/read/40/6 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003042s ]
[ 2012-03-31T16:23:24+08:00 ] /www/read/ebook/read/40/6 | INFO: Tag[ view_end ] --START--
[ 2012-03-31T16:23:24+08:00 ] /www/read/ebook/read/40/6 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000836s ]
[ 2012-03-31T16:23:24+08:00 ] /www/read/ebook/read/40/6 | INFO: Tag[ view_end ] --END-- [ RunTime:0.000919s ]
[ 2012-03-31T16:23:26+08:00 ] /www/read/Libary | INFO: Tag[ route_check ] --START--
[ 2012-03-31T16:23:26+08:00 ] /www/read/Libary | INFO: Run CheckRoute Behavior [ RunTime:0.001414s ]
[ 2012-03-31T16:23:26+08:00 ] /www/read/Libary | INFO: Tag[ route_check ] --END-- [ RunTime:0.001563s ]
[ 2012-03-31T16:23:26+08:00 ] /www/read/Libary | INFO: Tag[ app_begin ] --START--
[ 2012-03-31T16:23:26+08:00 ] /www/read/Libary | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000880s ]
[ 2012-03-31T16:23:26+08:00 ] /www/read/Libary | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000980s ]
[ 2012-03-31T16:23:26+08:00 ] /www/read/Libary | SQL: SHOW COLUMNS FROM `booklib` [ RunTime:0.003170s ]
[ 2012-03-31T16:23:26+08:00 ] /www/read/Libary | SQL: SELECT * FROM `booklib` WHERE ( `userId` = '22' )  [ RunTime:0.001149s ]
[ 2012-03-31T16:23:26+08:00 ] /www/read/Libary | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.003459s ]
[ 2012-03-31T16:23:26+08:00 ] /www/read/Libary | SQL: SELECT * FROM `books`  [ RunTime:0.001431s ]
[ 2012-03-31T16:23:26+08:00 ] /www/read/Libary | INFO: Tag[ view_template ] --START--
[ 2012-03-31T16:23:26+08:00 ] /www/read/Libary | INFO: Run LocationTemplate Behavior [ RunTime:0.000875s ]
[ 2012-03-31T16:23:26+08:00 ] /www/read/Libary | INFO: Tag[ view_template ] --END-- [ RunTime:0.000968s ]
[ 2012-03-31T16:23:26+08:00 ] /www/read/Libary | INFO: Tag[ view_parse ] --START--
[ 2012-03-31T16:23:26+08:00 ] /www/read/Libary | NOTIC: [8] Use of undefined constant contentId - assumed 'contentId' 65234d8d0b80c3acd75b9d096e1bc395.php 第 44 行.
[ 2012-03-31T16:23:26+08:00 ] /www/read/Libary | NOTIC: [8] Use of undefined constant maxContentId - assumed 'maxContentId' 65234d8d0b80c3acd75b9d096e1bc395.php 第 44 行.
[ 2012-03-31T16:23:26+08:00 ] /www/read/Libary | NOTIC: [8] Use of undefined constant contentId - assumed 'contentId' 65234d8d0b80c3acd75b9d096e1bc395.php 第 46 行.
[ 2012-03-31T16:23:26+08:00 ] /www/read/Libary | NOTIC: [8] Use of undefined constant maxContentId - assumed 'maxContentId' 65234d8d0b80c3acd75b9d096e1bc395.php 第 46 行.
[ 2012-03-31T16:23:26+08:00 ] /www/read/Libary | NOTIC: [8] Use of undefined constant contentId - assumed 'contentId' 65234d8d0b80c3acd75b9d096e1bc395.php 第 44 行.
[ 2012-03-31T16:23:26+08:00 ] /www/read/Libary | NOTIC: [8] Use of undefined constant maxContentId - assumed 'maxContentId' 65234d8d0b80c3acd75b9d096e1bc395.php 第 44 行.
[ 2012-03-31T16:23:26+08:00 ] /www/read/Libary | NOTIC: [8] Use of undefined constant contentId - assumed 'contentId' 65234d8d0b80c3acd75b9d096e1bc395.php 第 46 行.
[ 2012-03-31T16:23:26+08:00 ] /www/read/Libary | NOTIC: [8] Use of undefined constant maxContentId - assumed 'maxContentId' 65234d8d0b80c3acd75b9d096e1bc395.php 第 46 行.
[ 2012-03-31T16:23:26+08:00 ] /www/read/Libary | NOTIC: [8] Use of undefined constant contentId - assumed 'contentId' 65234d8d0b80c3acd75b9d096e1bc395.php 第 44 行.
[ 2012-03-31T16:23:26+08:00 ] /www/read/Libary | NOTIC: [8] Use of undefined constant maxContentId - assumed 'maxContentId' 65234d8d0b80c3acd75b9d096e1bc395.php 第 44 行.
[ 2012-03-31T16:23:26+08:00 ] /www/read/Libary | NOTIC: [8] Use of undefined constant contentId - assumed 'contentId' 65234d8d0b80c3acd75b9d096e1bc395.php 第 46 行.
[ 2012-03-31T16:23:26+08:00 ] /www/read/Libary | NOTIC: [8] Use of undefined constant maxContentId - assumed 'maxContentId' 65234d8d0b80c3acd75b9d096e1bc395.php 第 46 行.
[ 2012-03-31T16:23:26+08:00 ] /www/read/Libary | INFO: Run ParseTemplate Behavior [ RunTime:0.025665s ]
[ 2012-03-31T16:23:26+08:00 ] /www/read/Libary | INFO: Tag[ view_parse ] --END-- [ RunTime:0.025745s ]
[ 2012-03-31T16:23:26+08:00 ] /www/read/Libary | INFO: Tag[ view_filter ] --START--
[ 2012-03-31T16:23:26+08:00 ] /www/read/Libary | INFO: Run ContentReplace Behavior [ RunTime:0.001050s ]
[ 2012-03-31T16:23:26+08:00 ] /www/read/Libary | INFO: Run TokenBuild Behavior [ RunTime:0.000748s ]
[ 2012-03-31T16:23:26+08:00 ] /www/read/Libary | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000489s ]
[ 2012-03-31T16:23:26+08:00 ] /www/read/Libary | INFO: Run ShowRuntime Behavior [ RunTime:0.000765s ]
[ 2012-03-31T16:23:26+08:00 ] /www/read/Libary | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003310s ]
[ 2012-03-31T16:23:26+08:00 ] /www/read/Libary | INFO: Tag[ view_end ] --START--
[ 2012-03-31T16:23:26+08:00 ] /www/read/Libary | INFO: Run ShowPageTrace Behavior [ RunTime:0.000835s ]
[ 2012-03-31T16:23:26+08:00 ] /www/read/Libary | INFO: Tag[ view_end ] --END-- [ RunTime:0.000919s ]
[ 2012-03-31T16:23:35+08:00 ] /www/read/ebook/read/40/6 | INFO: Tag[ route_check ] --START--
[ 2012-03-31T16:23:35+08:00 ] /www/read/ebook/read/40/6 | INFO: Run CheckRoute Behavior [ RunTime:0.001311s ]
[ 2012-03-31T16:23:35+08:00 ] /www/read/ebook/read/40/6 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001453s ]
[ 2012-03-31T16:23:35+08:00 ] /www/read/ebook/read/40/6 | INFO: Tag[ app_begin ] --START--
[ 2012-03-31T16:23:35+08:00 ] /www/read/ebook/read/40/6 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001002s ]
[ 2012-03-31T16:23:35+08:00 ] /www/read/ebook/read/40/6 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001501s ]
[ 2012-03-31T16:23:35+08:00 ] /www/read/ebook/read/40/6 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.004601s ]
[ 2012-03-31T16:23:35+08:00 ] /www/read/ebook/read/40/6 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '40' ) AND ( `contentNum` = '6' )  [ RunTime:0.001253s ]
[ 2012-03-31T16:23:35+08:00 ] /www/read/ebook/read/40/6 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004737s ]
[ 2012-03-31T16:23:35+08:00 ] /www/read/ebook/read/40/6 | SQL: SELECT `bookTitle` FROM `books` WHERE ( `id` = '40' ) LIMIT 1   [ RunTime:0.002638s ]
[ 2012-03-31T16:23:35+08:00 ] /www/read/ebook/read/40/6 | SQL: SELECT `contentNum` FROM `bookcontents` WHERE ( `booksId` = '40' ) ORDER BY contentNum desc LIMIT 1   [ RunTime:0.001048s ]
[ 2012-03-31T16:23:35+08:00 ] /www/read/ebook/read/40/6 | SQL: SHOW COLUMNS FROM `booklib` [ RunTime:0.005111s ]
[ 2012-03-31T16:23:35+08:00 ] /www/read/ebook/read/40/6 | SQL: UPDATE `booklib` SET `contentId`='6',`lastTime`='2012-03-31' WHERE ( `userId` = '22' ) AND ( `bookId` = '40' ) [ RunTime:0.000631s ]
[ 2012-03-31T16:23:35+08:00 ] /www/read/ebook/read/40/6 | INFO: Tag[ view_template ] --START--
[ 2012-03-31T16:23:35+08:00 ] /www/read/ebook/read/40/6 | INFO: Run LocationTemplate Behavior [ RunTime:0.000777s ]
[ 2012-03-31T16:23:35+08:00 ] /www/read/ebook/read/40/6 | INFO: Tag[ view_template ] --END-- [ RunTime:0.000866s ]
[ 2012-03-31T16:23:35+08:00 ] /www/read/ebook/read/40/6 | INFO: Tag[ view_parse ] --START--
[ 2012-03-31T16:23:35+08:00 ] /www/read/ebook/read/40/6 | INFO: Run ParseTemplate Behavior [ RunTime:0.015541s ]
[ 2012-03-31T16:23:35+08:00 ] /www/read/ebook/read/40/6 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015652s ]
[ 2012-03-31T16:23:35+08:00 ] /www/read/ebook/read/40/6 | INFO: Tag[ view_filter ] --START--
[ 2012-03-31T16:23:35+08:00 ] /www/read/ebook/read/40/6 | INFO: Run ContentReplace Behavior [ RunTime:0.000751s ]
[ 2012-03-31T16:23:35+08:00 ] /www/read/ebook/read/40/6 | INFO: Run TokenBuild Behavior [ RunTime:0.000780s ]
[ 2012-03-31T16:23:35+08:00 ] /www/read/ebook/read/40/6 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000533s ]
[ 2012-03-31T16:23:35+08:00 ] /www/read/ebook/read/40/6 | INFO: Run ShowRuntime Behavior [ RunTime:0.000795s ]
[ 2012-03-31T16:23:35+08:00 ] /www/read/ebook/read/40/6 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003118s ]
[ 2012-03-31T16:23:35+08:00 ] /www/read/ebook/read/40/6 | INFO: Tag[ view_end ] --START--
[ 2012-03-31T16:23:35+08:00 ] /www/read/ebook/read/40/6 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000843s ]
[ 2012-03-31T16:23:35+08:00 ] /www/read/ebook/read/40/6 | INFO: Tag[ view_end ] --END-- [ RunTime:0.000929s ]
[ 2012-03-31T16:23:37+08:00 ] /www/read/ebook/read/40/7 | INFO: Tag[ route_check ] --START--
[ 2012-03-31T16:23:37+08:00 ] /www/read/ebook/read/40/7 | INFO: Run CheckRoute Behavior [ RunTime:0.002124s ]
[ 2012-03-31T16:23:37+08:00 ] /www/read/ebook/read/40/7 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002294s ]
[ 2012-03-31T16:23:37+08:00 ] /www/read/ebook/read/40/7 | INFO: Tag[ app_begin ] --START--
[ 2012-03-31T16:23:37+08:00 ] /www/read/ebook/read/40/7 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001042s ]
[ 2012-03-31T16:23:37+08:00 ] /www/read/ebook/read/40/7 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001412s ]
[ 2012-03-31T16:23:37+08:00 ] /www/read/ebook/read/40/7 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.003305s ]
[ 2012-03-31T16:23:37+08:00 ] /www/read/ebook/read/40/7 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '40' ) AND ( `contentNum` = '7' )  [ RunTime:0.001624s ]
[ 2012-03-31T16:23:37+08:00 ] /www/read/ebook/read/40/7 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.003673s ]
[ 2012-03-31T16:23:37+08:00 ] /www/read/ebook/read/40/7 | SQL: SELECT `bookTitle` FROM `books` WHERE ( `id` = '40' ) LIMIT 1   [ RunTime:0.000866s ]
[ 2012-03-31T16:23:37+08:00 ] /www/read/ebook/read/40/7 | SQL: SELECT `contentNum` FROM `bookcontents` WHERE ( `booksId` = '40' ) ORDER BY contentNum desc LIMIT 1   [ RunTime:0.001061s ]
[ 2012-03-31T16:23:37+08:00 ] /www/read/ebook/read/40/7 | SQL: SHOW COLUMNS FROM `booklib` [ RunTime:0.003407s ]
[ 2012-03-31T16:23:37+08:00 ] /www/read/ebook/read/40/7 | SQL: UPDATE `booklib` SET `contentId`='7',`lastTime`='2012-03-31' WHERE ( `userId` = '22' ) AND ( `bookId` = '40' ) [ RunTime:0.001468s ]
[ 2012-03-31T16:23:37+08:00 ] /www/read/ebook/read/40/7 | INFO: Tag[ view_template ] --START--
[ 2012-03-31T16:23:37+08:00 ] /www/read/ebook/read/40/7 | INFO: Run LocationTemplate Behavior [ RunTime:0.000948s ]
[ 2012-03-31T16:23:37+08:00 ] /www/read/ebook/read/40/7 | INFO: Tag[ view_template ] --END-- [ RunTime:0.001046s ]
[ 2012-03-31T16:23:37+08:00 ] /www/read/ebook/read/40/7 | INFO: Tag[ view_parse ] --START--
[ 2012-03-31T16:23:37+08:00 ] /www/read/ebook/read/40/7 | INFO: Run ParseTemplate Behavior [ RunTime:0.016796s ]
[ 2012-03-31T16:23:37+08:00 ] /www/read/ebook/read/40/7 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.016906s ]
[ 2012-03-31T16:23:37+08:00 ] /www/read/ebook/read/40/7 | INFO: Tag[ view_filter ] --START--
[ 2012-03-31T16:23:37+08:00 ] /www/read/ebook/read/40/7 | INFO: Run ContentReplace Behavior [ RunTime:0.000716s ]
[ 2012-03-31T16:23:37+08:00 ] /www/read/ebook/read/40/7 | INFO: Run TokenBuild Behavior [ RunTime:0.000732s ]
[ 2012-03-31T16:23:37+08:00 ] /www/read/ebook/read/40/7 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000506s ]
[ 2012-03-31T16:23:37+08:00 ] /www/read/ebook/read/40/7 | INFO: Run ShowRuntime Behavior [ RunTime:0.000786s ]
[ 2012-03-31T16:23:37+08:00 ] /www/read/ebook/read/40/7 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002986s ]
[ 2012-03-31T16:23:37+08:00 ] /www/read/ebook/read/40/7 | INFO: Tag[ view_end ] --START--
[ 2012-03-31T16:23:37+08:00 ] /www/read/ebook/read/40/7 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000984s ]
[ 2012-03-31T16:23:37+08:00 ] /www/read/ebook/read/40/7 | INFO: Tag[ view_end ] --END-- [ RunTime:0.001076s ]
[ 2012-03-31T16:25:16+08:00 ] /www/read/Author/add_content/add | INFO: Tag[ route_check ] --START--
[ 2012-03-31T16:25:16+08:00 ] /www/read/Author/add_content/add | INFO: Run CheckRoute Behavior [ RunTime:0.002322s ]
[ 2012-03-31T16:25:16+08:00 ] /www/read/Author/add_content/add | INFO: Tag[ route_check ] --END-- [ RunTime:0.002473s ]
[ 2012-03-31T16:25:16+08:00 ] /www/read/Author/add_content/add | INFO: Tag[ app_begin ] --START--
[ 2012-03-31T16:25:16+08:00 ] /www/read/Author/add_content/add | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001536s ]
[ 2012-03-31T16:25:16+08:00 ] /www/read/Author/add_content/add | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001638s ]
[ 2012-03-31T16:25:16+08:00 ] /www/read/Author/add_content/add | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.003288s ]
[ 2012-03-31T16:25:16+08:00 ] /www/read/Author/add_content/add | SQL: INSERT INTO `bookcontents` (`booksId`,`contentName`,`contentNum`,`contents`) VALUES ('40','创建微软中国研究院','8','<p><b>不可能的任务</b></p>\r\n<p>&nbsp;</p>\r\n<p>\r\n1998年夏，我开始着手准备回中国成立研究院。我需要说服一些人跟我一起去开创新天地，可是，什么人会愿意跟我去中国呢？</p>\r\n<p>&nbsp;</p>\r\n<p><b> 进驻希格玛</b></p>\r\n<p>&nbsp;</p>\r\n<p>\r\n我们首先面临的是选址的工作。当时，知春路上的微软办公室像个货栈，拥挤不堪。</p>\r\n<p>&nbsp;</p>\r\n<p><b> 张亚勤归来</b></p>\r\n<p>&nbsp;</p>\r\n<p>\r\n我发现，我们的内心都为开创一个事业感到无比兴奋。拥有激情，已经是成功的一半了。仅仅聊了几句，他就告诉我,条件无所谓，他会加入的。亚勤的到来，让我内心充满了力量。</p>\r\n<p>&nbsp;</p>\r\n<p><b> 聪明人的重力场</b></p>\r\n<p>&nbsp;</p>\r\n<p>\r\n聪明人与聪明人在一起，会变得更聪明，随之吸引的聪明人就越多，重力场也会变得越来越大。</p>\r\n<p>&nbsp;</p>\r\n<p><b> KFC、拱猪、黑猩猩</b></p>\r\n<p>&nbsp;</p>\r\n<p>\r\n后来，亚勤私下里叫我“KFC”,因为我名字的简写是KF,我为了“报复”他，就叫他“牙签”（YQ）。</p>\r\n<p>&nbsp;</p>\r\n<p><b> 无处不在的白板</b></p>\r\n<p>&nbsp;</p>\r\n<p>\r\n白板文化代表着一种开放的精神。它意味着每个人都是平等的，每个人的想法都可以大胆地说出来、写出来，而且允许犯错误，因为白板上的字是很容易抹去的。它更意味着一种团队精神，每个人都不是封闭的，你的思想可以建立在别人的灵感上。</p>\r\n<p>&nbsp;</p>\r\n<p><b> 如何对老板说“不”</b></p>\r\n<p>&nbsp;</p>\r\n<p>\r\n我是一个多文化背景的科学家，因此我能够理解两种文化的不同。我对这一点深信不疑，但是，回到中国后，我才发现，自己对这一点其实过于自信了。</p>\r\n<p>&nbsp;</p>\r\n<p><b> 兵团作战</b></p>\r\n<p>&nbsp;</p>\r\n<p>\r\n一批世界一流的科学家，带领一批聪明、拼命的年轻人，形成一个研究兵团，他们创造了奇迹，结出了硕果。</p>\r\n<p>&nbsp;</p>\r\n<p><b> 卷起袖子做老师</b></p>\r\n<p>&nbsp;</p>\r\n<p>\r\n先学着跑，再自己跑，渐渐地不再感觉累。到了第四年，他已经是“项目带头人”。</p>\r\n<p>&nbsp;</p>\r\n<p><b> 向比尔汇报</b></p>\r\n<p>&nbsp;</p>\r\n<p>\r\n这期间，雷斯特曾向比尔询问我们是否应该在一小时内结束会议，比尔说：“不，我还想听听，我还有45分钟。”汇报结束时，比尔情不自禁地说：“太出色了！完美无瑕！”</p>\r\n<p>&nbsp;</p>\r\n<p><b> 最火的研究院，最伤感的别离</b></p>\r\n<p>&nbsp;</p>\r\n<p>\r\n当我吐出每一个字的时候，我看着与我风雨同舟的一个个员工，想起我们并肩战斗的一个个夜晚，想起我们一起争论、一起玩牌、一起抽雪茄，我的眼睛湿润了。</p>') [ RunTime:0.001339s ]
[ 2012-03-31T16:25:16+08:00 ] /www/read/Author/add_content/add | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.003645s ]
[ 2012-03-31T16:25:16+08:00 ] /www/read/Author/add_content/add | SQL: UPDATE `books` SET `maxContentId`='8' WHERE ( `id` = '40' ) [ RunTime:0.001217s ]
[ 2012-03-31T16:25:16+08:00 ] /www/read/Author/add_content/add | INFO: Tag[ view_template ] --START--
[ 2012-03-31T16:25:16+08:00 ] /www/read/Author/add_content/add | INFO: Run LocationTemplate Behavior [ RunTime:0.002719s ]
[ 2012-03-31T16:25:16+08:00 ] /www/read/Author/add_content/add | INFO: Tag[ view_template ] --END-- [ RunTime:0.002820s ]
[ 2012-03-31T16:25:16+08:00 ] /www/read/Author/add_content/add | INFO: Tag[ view_parse ] --START--
[ 2012-03-31T16:25:16+08:00 ] /www/read/Author/add_content/add | INFO: Run ParseTemplate Behavior [ RunTime:0.019324s ]
[ 2012-03-31T16:25:16+08:00 ] /www/read/Author/add_content/add | INFO: Tag[ view_parse ] --END-- [ RunTime:0.019438s ]
[ 2012-03-31T16:25:16+08:00 ] /www/read/Author/add_content/add | INFO: Tag[ view_filter ] --START--
[ 2012-03-31T16:25:16+08:00 ] /www/read/Author/add_content/add | INFO: Run ContentReplace Behavior [ RunTime:0.001586s ]
[ 2012-03-31T16:25:16+08:00 ] /www/read/Author/add_content/add | INFO: Run TokenBuild Behavior [ RunTime:0.001451s ]
[ 2012-03-31T16:25:16+08:00 ] /www/read/Author/add_content/add | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001241s ]
[ 2012-03-31T16:25:16+08:00 ] /www/read/Author/add_content/add | INFO: Run ShowRuntime Behavior [ RunTime:0.001881s ]
[ 2012-03-31T16:25:16+08:00 ] /www/read/Author/add_content/add | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006483s ]
[ 2012-03-31T16:25:16+08:00 ] /www/read/Author/add_content/add | INFO: Tag[ view_end ] --START--
[ 2012-03-31T16:25:16+08:00 ] /www/read/Author/add_content/add | INFO: Run ShowPageTrace Behavior [ RunTime:0.005503s ]
[ 2012-03-31T16:25:16+08:00 ] /www/read/Author/add_content/add | INFO: Tag[ view_end ] --END-- [ RunTime:0.005599s ]
[ 2012-03-31T16:25:17+08:00 ] /www/read/Author/add_Content?id=40 | INFO: Tag[ route_check ] --START--
[ 2012-03-31T16:25:17+08:00 ] /www/read/Author/add_Content?id=40 | INFO: Run CheckRoute Behavior [ RunTime:0.001344s ]
[ 2012-03-31T16:25:17+08:00 ] /www/read/Author/add_Content?id=40 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001486s ]
[ 2012-03-31T16:25:17+08:00 ] /www/read/Author/add_Content?id=40 | INFO: Tag[ app_begin ] --START--
[ 2012-03-31T16:25:17+08:00 ] /www/read/Author/add_Content?id=40 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001601s ]
[ 2012-03-31T16:25:17+08:00 ] /www/read/Author/add_Content?id=40 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001712s ]
[ 2012-03-31T16:25:17+08:00 ] /www/read/Author/add_Content?id=40 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.003623s ]
[ 2012-03-31T16:25:17+08:00 ] /www/read/Author/add_Content?id=40 | SQL: SELECT * FROM `books` WHERE ( `id` = '40' )  [ RunTime:0.001955s ]
[ 2012-03-31T16:25:17+08:00 ] /www/read/Author/add_Content?id=40 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.003212s ]
[ 2012-03-31T16:25:17+08:00 ] /www/read/Author/add_Content?id=40 | SQL: SELECT `contentNum` FROM `bookcontents` WHERE ( `booksId` = '40' ) ORDER BY contentNum desc LIMIT 1   [ RunTime:0.002118s ]
[ 2012-03-31T16:25:17+08:00 ] /www/read/Author/add_Content?id=40 | INFO: Tag[ view_template ] --START--
[ 2012-03-31T16:25:17+08:00 ] /www/read/Author/add_Content?id=40 | INFO: Run LocationTemplate Behavior [ RunTime:0.002740s ]
