[ 2012-03-26T17:08:58+08:00 ] /www/read/ebook/ | INFO: Tag[ route_check ] --START--
[ 2012-03-26T22:29:15+08:00 ] /www/read/ebook/read/33/2 | INFO: Run CheckRoute Behavior [ RunTime:0.001752s ]
[ 2012-03-26T22:29:15+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001938s ]
[ 2012-03-26T22:29:15+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T22:29:15+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001387s ]
[ 2012-03-26T22:29:15+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001526s ]
[ 2012-03-26T22:29:15+08:00 ] /www/read/ebook/read/33/2 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.006386s ]
[ 2012-03-26T22:29:15+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '33' ) AND ( `contentNum` = '2' )  [ RunTime:0.005165s ]
[ 2012-03-26T22:29:15+08:00 ] /www/read/ebook/read/33/2 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.005316s ]
[ 2012-03-26T22:29:15+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT `bookTitle` FROM `books` WHERE ( `id` = '33' ) LIMIT 1   [ RunTime:0.005051s ]
[ 2012-03-26T22:29:15+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT `contentNum` FROM `bookcontents` WHERE ( `booksId` = '33' ) ORDER BY contentNum,desc LIMIT 1   [ RunTime:0.000364s ]
[ 2012-03-26T22:29:15+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ route_check ] --START--
[ 2012-03-26T22:29:15+08:00 ] /www/read/ebook/read/33/2 | INFO: Run CheckRoute Behavior [ RunTime:0.001381s ]
[ 2012-03-26T22:29:15+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001530s ]
[ 2012-03-26T22:29:15+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T22:29:15+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000871s ]
[ 2012-03-26T22:29:15+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000976s ]
[ 2012-03-26T22:29:15+08:00 ] /www/read/ebook/read/33/2 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.005545s ]
[ 2012-03-26T22:29:15+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '33' ) AND ( `contentNum` = '2' )  [ RunTime:0.003672s ]
[ 2012-03-26T22:29:15+08:00 ] /www/read/ebook/read/33/2 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.006119s ]
[ 2012-03-26T22:29:15+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT `bookTitle` FROM `books` WHERE ( `id` = '33' ) LIMIT 1   [ RunTime:0.003596s ]
[ 2012-03-26T22:29:15+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT `contentNum` FROM `bookcontents` WHERE ( `booksId` = '33' ) ORDER BY contentNum,desc LIMIT 1   [ RunTime:0.000303s ]
[ 2012-03-26T22:29:15+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ route_check ] --START--
[ 2012-03-26T22:29:15+08:00 ] /www/read/ebook/read/33/2 | INFO: Run CheckRoute Behavior [ RunTime:0.001323s ]
[ 2012-03-26T22:29:15+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001470s ]
[ 2012-03-26T22:29:15+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T22:29:15+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001044s ]
[ 2012-03-26T22:29:15+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001155s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.004518s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '33' ) AND ( `contentNum` = '2' )  [ RunTime:0.003433s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004408s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT `bookTitle` FROM `books` WHERE ( `id` = '33' ) LIMIT 1   [ RunTime:0.003876s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT `contentNum` FROM `bookcontents` WHERE ( `booksId` = '33' ) ORDER BY contentNum,desc LIMIT 1   [ RunTime:0.000283s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ route_check ] --START--
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | INFO: Run CheckRoute Behavior [ RunTime:0.001327s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001464s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000829s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000925s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.004368s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '33' ) AND ( `contentNum` = '2' )  [ RunTime:0.003771s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004628s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT `bookTitle` FROM `books` WHERE ( `id` = '33' ) LIMIT 1   [ RunTime:0.003783s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT `contentNum` FROM `bookcontents` WHERE ( `booksId` = '33' ) ORDER BY contentNum,desc LIMIT 1   [ RunTime:0.000306s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ route_check ] --START--
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | INFO: Run CheckRoute Behavior [ RunTime:0.001749s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001934s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001404s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001541s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.005545s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '33' ) AND ( `contentNum` = '2' )  [ RunTime:0.006521s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.005502s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT `bookTitle` FROM `books` WHERE ( `id` = '33' ) LIMIT 1   [ RunTime:0.005183s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT `contentNum` FROM `bookcontents` WHERE ( `booksId` = '33' ) ORDER BY contentNum,desc LIMIT 1   [ RunTime:0.000544s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ route_check ] --START--
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | INFO: Run CheckRoute Behavior [ RunTime:0.001284s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001422s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000842s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000938s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.004373s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '33' ) AND ( `contentNum` = '2' )  [ RunTime:0.003716s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004453s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT `bookTitle` FROM `books` WHERE ( `id` = '33' ) LIMIT 1   [ RunTime:0.004863s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT `contentNum` FROM `bookcontents` WHERE ( `booksId` = '33' ) ORDER BY contentNum,desc LIMIT 1   [ RunTime:0.000315s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ route_check ] --START--
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | INFO: Run CheckRoute Behavior [ RunTime:0.001310s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001463s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000849s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000957s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.004222s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '33' ) AND ( `contentNum` = '2' )  [ RunTime:0.003986s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004774s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT `bookTitle` FROM `books` WHERE ( `id` = '33' ) LIMIT 1   [ RunTime:0.004475s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT `contentNum` FROM `bookcontents` WHERE ( `booksId` = '33' ) ORDER BY contentNum,desc LIMIT 1   [ RunTime:0.000330s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ route_check ] --START--
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | INFO: Run CheckRoute Behavior [ RunTime:0.002497s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002635s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002109s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002212s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.005184s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '33' ) AND ( `contentNum` = '2' )  [ RunTime:0.004093s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.006969s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT `bookTitle` FROM `books` WHERE ( `id` = '33' ) LIMIT 1   [ RunTime:0.005403s ]
[ 2012-03-26T22:29:16+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT `contentNum` FROM `bookcontents` WHERE ( `booksId` = '33' ) ORDER BY contentNum,desc LIMIT 1   [ RunTime:0.000309s ]
[ 2012-03-26T22:29:28+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ route_check ] --START--
[ 2012-03-26T22:29:28+08:00 ] /www/read/ebook/read/33/2 | INFO: Run CheckRoute Behavior [ RunTime:0.001814s ]
[ 2012-03-26T22:29:28+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002006s ]
[ 2012-03-26T22:29:28+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T22:29:28+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001858s ]
[ 2012-03-26T22:29:28+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002005s ]
[ 2012-03-26T22:29:28+08:00 ] /www/read/ebook/read/33/2 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.005602s ]
[ 2012-03-26T22:29:28+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '33' ) AND ( `contentNum` = '2' )  [ RunTime:0.005712s ]
[ 2012-03-26T22:29:28+08:00 ] /www/read/ebook/read/33/2 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.005165s ]
[ 2012-03-26T22:29:28+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT `bookTitle` FROM `books` WHERE ( `id` = '33' ) LIMIT 1   [ RunTime:0.005305s ]
[ 2012-03-26T22:29:28+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '33' ) ORDER BY contentNum,desc  [ RunTime:0.000301s ]
[ 2012-03-26T22:29:29+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ route_check ] --START--
[ 2012-03-26T22:29:29+08:00 ] /www/read/ebook/read/33/2 | INFO: Run CheckRoute Behavior [ RunTime:0.003507s ]
[ 2012-03-26T22:29:29+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ route_check ] --END-- [ RunTime:0.003852s ]
[ 2012-03-26T22:29:29+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T22:29:29+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002148s ]
[ 2012-03-26T22:29:29+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002397s ]
[ 2012-03-26T22:29:29+08:00 ] /www/read/ebook/read/33/2 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.011830s ]
[ 2012-03-26T22:29:29+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '33' ) AND ( `contentNum` = '2' )  [ RunTime:0.011389s ]
[ 2012-03-26T22:29:29+08:00 ] /www/read/ebook/read/33/2 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.013481s ]
[ 2012-03-26T22:29:29+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT `bookTitle` FROM `books` WHERE ( `id` = '33' ) LIMIT 1   [ RunTime:0.013302s ]
[ 2012-03-26T22:29:29+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '33' ) ORDER BY contentNum,desc  [ RunTime:0.000493s ]
[ 2012-03-26T22:29:29+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ route_check ] --START--
[ 2012-03-26T22:29:29+08:00 ] /www/read/ebook/read/33/2 | INFO: Run CheckRoute Behavior [ RunTime:0.003613s ]
[ 2012-03-26T22:29:29+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ route_check ] --END-- [ RunTime:0.003950s ]
[ 2012-03-26T22:29:29+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T22:29:29+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002441s ]
[ 2012-03-26T22:29:29+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002692s ]
[ 2012-03-26T22:29:30+08:00 ] /www/read/ebook/read/33/2 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.011448s ]
[ 2012-03-26T22:29:30+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '33' ) AND ( `contentNum` = '2' )  [ RunTime:0.008209s ]
[ 2012-03-26T22:29:30+08:00 ] /www/read/ebook/read/33/2 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.009822s ]
[ 2012-03-26T22:29:30+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT `bookTitle` FROM `books` WHERE ( `id` = '33' ) LIMIT 1   [ RunTime:0.011370s ]
[ 2012-03-26T22:29:30+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '33' ) ORDER BY contentNum,desc  [ RunTime:0.000589s ]
[ 2012-03-26T22:29:30+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ route_check ] --START--
[ 2012-03-26T22:29:30+08:00 ] /www/read/ebook/read/33/2 | INFO: Run CheckRoute Behavior [ RunTime:0.002517s ]
[ 2012-03-26T22:29:30+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002700s ]
[ 2012-03-26T22:29:30+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T22:29:30+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002152s ]
[ 2012-03-26T22:29:30+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002256s ]
[ 2012-03-26T22:29:30+08:00 ] /www/read/ebook/read/33/2 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.004172s ]
[ 2012-03-26T22:29:30+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '33' ) AND ( `contentNum` = '2' )  [ RunTime:0.003561s ]
[ 2012-03-26T22:29:30+08:00 ] /www/read/ebook/read/33/2 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.005741s ]
[ 2012-03-26T22:29:30+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT `bookTitle` FROM `books` WHERE ( `id` = '33' ) LIMIT 1   [ RunTime:0.003334s ]
[ 2012-03-26T22:29:30+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '33' ) ORDER BY contentNum,desc  [ RunTime:0.000311s ]
[ 2012-03-26T22:30:09+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ route_check ] --START--
[ 2012-03-26T22:30:09+08:00 ] /www/read/ebook/read/33/2 | INFO: Run CheckRoute Behavior [ RunTime:0.002567s ]
[ 2012-03-26T22:30:09+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002718s ]
[ 2012-03-26T22:30:09+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T22:30:09+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002565s ]
[ 2012-03-26T22:30:09+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002669s ]
[ 2012-03-26T22:30:09+08:00 ] /www/read/ebook/read/33/2 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.004545s ]
[ 2012-03-26T22:30:09+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '33' ) AND ( `contentNum` = '2' )  [ RunTime:0.003246s ]
[ 2012-03-26T22:30:09+08:00 ] /www/read/ebook/read/33/2 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004398s ]
[ 2012-03-26T22:30:09+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT `bookTitle` FROM `books` WHERE ( `id` = '33' ) LIMIT 1   [ RunTime:0.003589s ]
[ 2012-03-26T22:30:09+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '33' ) ORDER BY contentNum desc  [ RunTime:0.000753s ]
[ 2012-03-26T22:30:19+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ route_check ] --START--
[ 2012-03-26T22:30:19+08:00 ] /www/read/ebook/read/33/2 | INFO: Run CheckRoute Behavior [ RunTime:0.003542s ]
[ 2012-03-26T22:30:19+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ route_check ] --END-- [ RunTime:0.003731s ]
[ 2012-03-26T22:30:19+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T22:30:19+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.003898s ]
[ 2012-03-26T22:30:19+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.004038s ]
[ 2012-03-26T22:30:19+08:00 ] /www/read/ebook/read/33/2 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.005766s ]
[ 2012-03-26T22:30:19+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '33' ) AND ( `contentNum` = '2' )  [ RunTime:0.004565s ]
[ 2012-03-26T22:30:19+08:00 ] /www/read/ebook/read/33/2 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.007316s ]
[ 2012-03-26T22:30:20+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT `bookTitle` FROM `books` WHERE ( `id` = '33' ) LIMIT 1   [ RunTime:0.008150s ]
[ 2012-03-26T22:30:20+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT `contentNum` FROM `bookcontents` WHERE ( `booksId` = '33' ) ORDER BY contentNum desc LIMIT 1   [ RunTime:0.000865s ]
[ 2012-03-26T22:32:38+08:00 ] /www/read/ebook/read/33/2 | ERR: (ThinkException) XML标签语法错误 : condition="($contentId eq $contentMax )"
      <else /
[ 2012-03-26T22:32:38+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ route_check ] --START--
[ 2012-03-26T22:32:38+08:00 ] /www/read/ebook/read/33/2 | INFO: Run CheckRoute Behavior [ RunTime:0.002856s ]
[ 2012-03-26T22:32:38+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ route_check ] --END-- [ RunTime:0.003001s ]
[ 2012-03-26T22:32:38+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T22:32:38+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002135s ]
[ 2012-03-26T22:32:38+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002249s ]
[ 2012-03-26T22:32:38+08:00 ] /www/read/ebook/read/33/2 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.004280s ]
[ 2012-03-26T22:32:38+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '33' ) AND ( `contentNum` = '2' )  [ RunTime:0.005013s ]
[ 2012-03-26T22:32:38+08:00 ] /www/read/ebook/read/33/2 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004247s ]
[ 2012-03-26T22:32:38+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT `bookTitle` FROM `books` WHERE ( `id` = '33' ) LIMIT 1   [ RunTime:0.003407s ]
[ 2012-03-26T22:32:38+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT `contentNum` FROM `bookcontents` WHERE ( `booksId` = '33' ) ORDER BY contentNum desc LIMIT 1   [ RunTime:0.000517s ]
[ 2012-03-26T22:32:38+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_template ] --START--
[ 2012-03-26T22:32:38+08:00 ] /www/read/ebook/read/33/2 | INFO: Run LocationTemplate Behavior [ RunTime:0.003591s ]
[ 2012-03-26T22:32:38+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_template ] --END-- [ RunTime:0.003690s ]
[ 2012-03-26T22:32:38+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_parse ] --START--
[ 2012-03-26T22:32:38+08:00 ] /www/read/ebook/read/33/2 | NOTIC: [2] simplexml_load_string() [<a href='function.simplexml-load-string'>function.simplexml-load-string</a>]: Entity: line 2: parser error : error parsing attribute name TagLib.class.php 第 115 行.
[ 2012-03-26T22:32:38+08:00 ] /www/read/ebook/read/33/2 | NOTIC: [2] simplexml_load_string() [<a href='function.simplexml-load-string'>function.simplexml-load-string</a>]:       &lt;else / /&gt;&lt;/tpl&gt; TagLib.class.php 第 115 行.
[ 2012-03-26T22:32:38+08:00 ] /www/read/ebook/read/33/2 | NOTIC: [2] simplexml_load_string() [<a href='function.simplexml-load-string'>function.simplexml-load-string</a>]:       ^ TagLib.class.php 第 115 行.
[ 2012-03-26T22:32:38+08:00 ] /www/read/ebook/read/33/2 | NOTIC: [2] simplexml_load_string() [<a href='function.simplexml-load-string'>function.simplexml-load-string</a>]: Entity: line 2: parser error : attributes construct error TagLib.class.php 第 115 行.
[ 2012-03-26T22:32:38+08:00 ] /www/read/ebook/read/33/2 | NOTIC: [2] simplexml_load_string() [<a href='function.simplexml-load-string'>function.simplexml-load-string</a>]:       &lt;else / /&gt;&lt;/tpl&gt; TagLib.class.php 第 115 行.
[ 2012-03-26T22:32:38+08:00 ] /www/read/ebook/read/33/2 | NOTIC: [2] simplexml_load_string() [<a href='function.simplexml-load-string'>function.simplexml-load-string</a>]:       ^ TagLib.class.php 第 115 行.
